Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/15/2024,08/16/2024,AMAZON MKTPL*RU5EE8OR1,Shopping,Sale,-50.56,
08/15/2024,08/16/2024,CONGREGATION KOL AMI,Gifts & Donations,Sale,-244.94,
08/14/2024,08/15/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-33.71,
08/13/2024,08/14/2024,JFK SHAKESHACK B236352379,Food & Drink,Sale,-28.72,
08/12/2024,08/14/2024,AROMA NATHAN LED,Food & Drink,Sale,-18.82,
08/11/2024,08/14/2024,GMF*TAEL AVIV YAFO,Food & Drink,Sale,-30.92,
08/09/2024,08/12/2024,hila levi,Shopping,Sale,-6.65,
08/09/2024,08/11/2024,TEVEL METRO LTD,Home,Sale,-2.93,
08/08/2024,08/11/2024,GMF*EZEL EITAN,Food & Drink,Sale,-14.58,
08/08/2024,08/11/2024,DELEK KANIEL P.TIKVA,Gas,Sale,-5.33,
08/09/2024,08/11/2024,NAYAX ISRAEL,Groceries,Sale,-2.66,
08/09/2024,08/11/2024,OMANOT,Professional Services,Sale,-33.25,
08/08/2024,08/11/2024,LOVEA,Food & Drink,Sale,-29.43,
08/09/2024,08/11/2024,TOPAZ TACHSHITIM,Shopping,Sale,-13.30,
08/09/2024,08/11/2024,ARIELA CAFFE,Food & Drink,Sale,-4.26,
08/08/2024,08/11/2024,VICTORY,Groceries,Sale,-25.69,
08/09/2024,08/11/2024,PARADAISE,Food & Drink,Sale,-6.65,
08/07/2024,08/11/2024,ASAS,Groceries,Sale,-10.00,
08/09/2024,08/11/2024,NAYAX ISRAEL,Groceries,Sale,-3.99,
08/06/2024,08/08/2024,TROZURO ICE CREAM,Food & Drink,Sale,-6.57,
08/05/2024,08/08/2024,TLZAR 019,Shopping,Sale,-26.44,
08/06/2024,08/08/2024,HOSTEL,Travel,Sale,-9.20,
08/06/2024,08/08/2024,WAYCUP COFFE,Food & Drink,Sale,-3.42,
08/06/2024,08/08/2024,WAYCUP COFFE,Food & Drink,Sale,-3.15,
08/05/2024,08/07/2024,AROMA NATAG LTD,Food & Drink,Sale,-5.71,
08/05/2024,08/07/2024,KEYOSK TEL AVIV,Groceries,Sale,-15.33,
08/05/2024,08/07/2024,MASHKAR LTD,Groceries,Sale,-2.30,
08/05/2024,08/07/2024,VICTORY,Groceries,Sale,-60.92,
08/05/2024,08/07/2024,KONTUAR HACARFATI,Food & Drink,Sale,-8.73,
08/05/2024,08/06/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-440.00,
08/03/2024,08/05/2024,SLC VESSEL KITCHEN,Food & Drink,Sale,-20.00,
08/05/2024,08/05/2024,SKYNOVA / AYNAX,Personal,Sale,-15.00,
08/03/2024,08/05/2024,SHAKE SHACK CONC A SLC,Food & Drink,Sale,-25.22,
08/04/2024,08/05/2024,JFK FLATIRONCOF RSTRS1398,Food & Drink,Sale,-21.43,
08/03/2024,08/05/2024,SLC VESSEL KITCHEN,Food & Drink,Sale,-3.81,
08/04/2024,08/04/2024,AUTOMATIC PAYMENT - THANK,,Payment,2253.90,
08/02/2024,08/04/2024,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-8.00,
08/03/2024,08/04/2024,AMAZON MKTPL*RF30964R1,Shopping,Sale,-8.61,
08/02/2024,08/04/2024,AMAZON MKTPL*RF2355F91,Shopping,Sale,-45.24,
08/01/2024,08/02/2024,HARMONS AT STATION,Groceries,Sale,-3.09,
08/01/2024,08/02/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-128.04,
